,course_title,is_paid,price,num_reviews,level,subject,year,convertedtime,Bag_Of_Words,Words_Vector
2775,Learn JavaScript from scratch,1.0,20,92,1,Web Development,2015,150.0,learn javascript scratch web development,0.0
2776,WordPress for Beginners - Tutorial - From Novice to Know-How,1.0,20,48,1,Web Development,2015,240.0,wordpress beginners tutorial novice know web development,0.0
2777,RESTful API with Laravel,1.0,45,228,0,Web Development,2015,360.0,restful api laravel web development,0.0
2778,Learn Ruby on Rails for Absolute Beginners,1.0,195,20,0,Web Development,2015,270.0,learn ruby rails absolute beginners web development,0.0
2779,JavaScript Tutorial,1.0,180,93,0,Web Development,2016,270.0,javascript tutorial web development,0.0
2780,Shopping Cart Website from Scratch Ecommerce,1.0,200,39,1,Web Development,2016,240.0,shopping cart website scratch ecommerce web development,0.0
2781,Learn By Example: Angular JS,1.0,50,32,0,Web Development,2016,420.0,learn example angular js web development,0.0
2782,The Complete front end web developer Bootcamp - 14 projects,1.0,200,129,0,Web Development,2016,1110.0,complete front end web developer bootcamp 14 projects web development,0.0
2783,WordPress LMS: E-Learning Website Made Easy,1.0,20,22,0,Web Development,2015,90.0,wordpress lms e learning website made easy web development,0.0
2784,Create An HTML5 Video Player From Scratch,0.0,0,1005,1,Web Development,2014,90.0,create html5 video player scratch web development,0.0
2785,In Depth Web Development Made Easy,1.0,25,27,0,Web Development,2015,390.0,depth web development made easy web development,0.0
2786,Jquery :basics for beginners,1.0,50,34,0,Web Development,2016,40.0,jquery basics beginners web development,0.0
2787,Web Development By Doing: HTML / CSS From Scratch,0.0,0,2575,1,Web Development,2013,1.0,web development html css scratch web development,0.0
2788,Build Your First Website in 1 Week with HTML5 and CSS3,0.0,0,5924,1,Web Development,2014,180.0,build first website 1 week html5 css3 web development,0.0
2789,"ASP.NET Core MVC, Quick and Practical",1.0,20,5,2,Web Development,2017,150.0,asp net core mvc quick practical web development,0.0
2790,Better way towards CSS using Less and Sass,1.0,20,44,0,Web Development,2016,90.0,better way towards css using less sass web development,0.0
2791,JavaScript Complete for beginners with real world Apps,1.0,120,33,0,Web Development,2016,210.0,javascript complete beginners real world apps web development,0.0
2792,Creating a Responsive HTML Email,1.0,20,183,0,Web Development,2013,90.0,creating responsive html email web development,0.0
2793,Angular 2 Demystified,1.0,20,69,0,Web Development,2015,210.0,angular 2 demystified web development,0.0
2794,Learn HTML Fast and Easy!,1.0,20,24,1,Web Development,2015,90.0,learn html fast easy web development,0.0
2795,How To Setup a Micro-Blog in 3 Easy Steps,1.0,25,22,0,Web Development,2015,1.0,setup micro blog 3 easy steps web development,0.0
2796,Ruby on Rails for Complete Beginners,1.0,35,129,1,Web Development,2015,240.0,ruby rails complete beginners web development,0.0
2797,Wordpress for Non-Technical People,1.0,150,10,1,Web Development,2016,270.0,wordpress non technical people web development,0.0
2798,ASP NET CORE - ANGULAR 2 E-Commerce App,1.0,200,129,0,Web Development,2017,780.0,asp net core angular 2 e commerce app web development,0.0
2799,Introductory JavaScript Made Easy Training Tutorial,1.0,20,138,1,Web Development,2014,660.0,introductory javascript made easy training tutorial web development,0.0
2800,Become a Heroku Rails Ninja: Expert Level Deployment Tools,1.0,50,52,2,Web Development,2014,510.0,become heroku rails ninja expert level deployment tools web development,0.0
2801,Complete RESPONSIVE Website Design with HTML5 & CSS3,1.0,20,6,1,Web Development,2017,540.0,complete responsive website design html5 css3 web development,0.0
2802,Pimcore Developer: Implement a Blog from a Bootstrap Theme,1.0,95,15,0,Web Development,2017,270.0,pimcore developer implement blog bootstrap theme web development,0.0
2803,Inspirational Web Development - A Beginner Approach -,1.0,20,47,1,Web Development,2016,210.0,inspirational web development beginner approach web development,0.0
2804,"Learn HTML, A practical guide from scratch to HTML 5",1.0,100,52,0,Web Development,2015,180.0,learn html practical guide scratch 5 web development,0.0
2805,JavaScript Tutorial: Learn JavaScript Code for Beginners,1.0,20,14,1,Web Development,2017,90.0,javascript tutorial learn code beginners web development,0.0
2806,Website Secrets: Get a Gorgeous Website on the Cheap,1.0,50,15,0,Web Development,2014,120.0,website secrets get gorgeous cheap web development,0.0
2807,Ultimate WordPress Plugin Course,1.0,100,415,0,Web Development,2015,540.0,ultimate wordpress plugin course web development,0.3333333333333334
2808,PHP for Beginners: How to Build an E-Commerce Store,1.0,100,463,0,Web Development,2015,870.0,php beginners build e commerce store web development,0.0
2809,"Build Realtime Apps | React Js, Golang & RethinkDB",1.0,60,482,0,Web Development,2016,180.0,build realtime apps react js golang rethinkdb web development,0.0
2810,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",1.0,165,224,2,Web Development,2017,330.0,master electron desktop apps using html javascript css web development,0.0
2811,The Complete Web Developer Masterclass: Beginner To Advanced,1.0,195,1813,0,Web Development,2016,3060.0,complete web developer masterclass beginner advanced web development,0.0
2812,Mastering Micro Services Using Java Spring Boot,1.0,195,34,0,Web Development,2017,120.0,mastering micro services using java spring boot web development,0.0
2813,How to Create A Website: An HTML Tutorial and CSS Tutorial,1.0,65,260,0,Web Development,2016,1950.0,create website html tutorial css web development,0.0
2814,The Advanced Web Developer Course,1.0,100,99,2,Web Development,2015,630.0,advanced web developer course web development,0.14433756729740646
2815,Projects in MongoDB - Learn MongoDB Building Projects,1.0,50,247,0,Web Development,2015,720.0,projects mongodb learn building web development,0.0
2816,Learning JavaScript Programming Tutorial. A Definitive Guide,1.0,50,380,0,Web Development,2012,570.0,learning javascript programming tutorial definitive guide web development,0.0
2817,"The Complete JavaScript, HTML and CSS Tutorial For Beginners",1.0,35,44,1,Web Development,2017,180.0,complete javascript html css tutorial beginners web development,0.0
2818,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",1.0,195,210,0,Web Development,2017,780.0,build modern responsive website html5 css3 bootstrap web development,0.0
2819,The Complete JavaScript Course For Web Development Beginners,1.0,195,450,0,Web Development,2015,240.0,complete javascript course web development beginners web development,0.11785113019775795
2820,Email Marketing: Send Unlimited Emails via Own Mail Server,1.0,35,43,1,Web Development,2017,1.0,email marketing send unlimited emails via mail server web development,0.0
2821,Getting started with JavaScript,1.0,200,17,1,Web Development,2017,90.0,getting started javascript web development,0.0
2822,Learn the basics of the Web development: Coding Tactics,1.0,40,17,1,Web Development,2017,120.0,learn basics web development coding tactics web development,0.0
2823,RESTful API with Laravel 5.4: Definitive Guide,1.0,145,95,0,Web Development,2017,750.0,restful api laravel 5 4 definitive guide web development,0.0
2824,Learn AngularJS Step By Step,1.0,20,1112,2,Web Development,2015,90.0,learn angularjs step web development,0.0
2825,Learn React : The World's Most Lucrative JavaScript Library,1.0,50,99,1,Web Development,2017,570.0,learn react world lucrative javascript library web development,0.0
2826,Master Regular Expressions from scratch - All languages,1.0,70,27,0,Web Development,2017,120.0,master regular expressions scratch languages web development,0.0
2827,Try AngularJS: Beginner's Guide to Front End Web Development,1.0,50,126,1,Web Development,2016,270.0,try angularjs beginner guide front end web development web development,0.0
2828,JavaScript Step by Step how to apply it to your web pages,1.0,100,78,0,Web Development,2015,90.0,javascript step apply web pages web development,0.0
2829,Explore JavaScript Beginners Guide to Coding JavaScript,1.0,200,26,1,Web Development,2017,150.0,explore javascript beginners guide coding web development,0.0
2830,Learn Web Scraping with Node.js,1.0,75,137,0,Web Development,2015,1.0,learn web scraping node js web development,0.0
2831,Getting Started with WordPress 2016,1.0,20,21,1,Web Development,2016,1.0,getting started wordpress 2016 web development,0.0
2832,Learn HTML5 Programming From Scratch,0.0,0,8629,0,Web Development,2013,630.0,learn html5 programming scratch web development,0.0
2833,Getting Started with LESS - Beginner Crash Course,1.0,25,69,1,Web Development,2015,90.0,getting started less beginner crash course web development,0.14433756729740646
2834,Master ECMAScript 2015 (ES6),0.0,0,441,0,Web Development,2016,150.0,master ecmascript 2015 es6 web development,0.0
2835,Learn to Setup Websites from Scratch,0.0,0,154,1,Web Development,2014,210.0,learn setup websites scratch web development,0.0
2836,Create Fast RESTful APIs with Lumen and Homestead by Laravel,1.0,60,105,0,Web Development,2015,180.0,create fast restful apis lumen homestead laravel web development,0.0
2837,"Build Modern Websites Quick With HTML,CSS and Bootstrap",1.0,20,17,1,Web Development,2016,270.0,build modern websites quick html css bootstrap web development,0.0
2838,Twitter Integration customize Tweets with developer API,1.0,115,7,0,Web Development,2015,1.0,twitter integration customize tweets developer api web development,0.0
2839,Build a Responsive Website with a Modern Flat Design,0.0,0,354,0,Web Development,2014,120.0,build responsive website modern flat design web development,0.0
2840,The Ultimate WordPress Boot Camp: Build 7 Websites,1.0,125,74,2,Web Development,2016,660.0,ultimate wordpress boot camp build 7 websites web development,0.14433756729740646
2841,Master the Basics of HTML5 & CSS3: Beginner Web Development,0.0,0,750,1,Web Development,2015,180.0,master basics html5 css3 beginner web development web development,0.0
2842,Become A Full Stack Web Developer in 14 Days,1.0,195,20,0,Web Development,2016,810.0,become full stack web developer 14 days web development,0.0
2843,Projects In ReactJS - The Complete React Learning Course,1.0,50,108,2,Web Development,2016,480.0,projects reactjs complete react learning course web development,0.14433756729740646
2844,Beginning Web development Learn the basics of HTML,1.0,95,71,1,Web Development,2017,120.0,beginning web development learn basics html web development,0.0
2845,Step by Step Build Your Template by Bootstrap 4 from scratch,1.0,80,15,1,Web Development,2017,180.0,step build template bootstrap 4 scratch web development,0.0
2846,Hosting your static website on Amazon AWS S3 service,1.0,20,47,1,Web Development,2017,90.0,hosting static website amazon aws s3 service web development,0.0
2847,JavaScript Rockstar How to create Incredible Useful code,1.0,75,51,0,Web Development,2015,150.0,javascript rockstar create incredible useful code web development,0.0
2848,Spring Core DevOps on AWS,1.0,100,115,2,Web Development,2016,390.0,spring core devops aws web development,0.0
2849,How to Create a Website Without Coding - WordPress 2016,1.0,195,96,1,Web Development,2016,90.0,create website without coding wordpress 2016 web development,0.0
2850,PHP Graphic Techniques: CAPTCHA/ Create a verification code,1.0,20,73,0,Web Development,2015,43.0,php graphic techniques captcha create verification code web development,0.0
2851,Introductory To HTML and CSS,1.0,50,112,1,Web Development,2016,1.0,introductory html css web development,0.0
2852,Learn how to convert PSD to HTML and CSS responsive,1.0,30,52,0,Web Development,2017,150.0,learn convert psd html css responsive web development,0.0
2853,PHP User Login Registration Script With All Features,1.0,200,46,0,Web Development,2016,240.0,php user login registration script features web development,0.0
2854,AJAX : Let's build a COOL project,1.0,70,292,0,Web Development,2015,210.0,ajax let build cool project web development,0.0
2855,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,1.0,95,44,2,Web Development,2016,450.0,advanced wordpress topics post types taxonomies metaboxes web development,0.0
